sim_id,condition,day,turn,role,action,food,price,unit_price,conflict_score,nbs_distance,buyer_money,buyer_food,seller_money,seller_food
9,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
9,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
9,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
9,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,663188,217,336812,1183
9,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,663188,217,336812,1183
9,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,326376,534,673624,866
9,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,326376,234,673624,766
9,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,326376,234,673624,766
9,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,326376,234,673624,766
9,A_Baseline,3,4,売り手,propose,300,345000,1150.0,0.0,,326376,234,673624,766
9,A_Baseline,3,5,買い手,propose,350,288750,825.0,0.0,,326376,234,673624,766
9,A_Baseline,3,6,売り手,accept,350,288750,825.0,0.0,0.32275533604333245,37626,584,962374,416
9,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,37626,284,962374,316
9,A_Baseline,4,2,売り手,propose,267,373800,1400.0,0.0,,37626,284,962374,316
9,A_Baseline,4,3,買い手,propose,334,317300,950.0,0.0,,37626,284,962374,316
9,A_Baseline,4,4,売り手,propose,300,352500,1175.0,0.0,,37626,284,962374,316
9,A_Baseline,4,5,買い手,propose,317,336812,1062.5,0.0,,37626,284,962374,316
10,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
10,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
10,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
10,A_Baseline,2,2,売り手,propose,300,345000,1150.0,0.0,,663188,217,336812,1183
10,A_Baseline,2,3,買い手,propose,350,288750,825.0,0.0,,663188,217,336812,1183
10,A_Baseline,2,4,売り手,propose,333,333000,1000.0,0.0,,663188,217,336812,1183
10,A_Baseline,2,5,買い手,propose,342,312075,912.5,0.0,,663188,217,336812,1183
10,A_Baseline,2,6,売り手,accept,342,312075,912.5,0.0,0.247057773410953,351113,559,648887,841
10,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,351113,259,648887,741
10,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,351113,259,648887,741
10,A_Baseline,3,3,買い手,propose,334,317300,950.0,0.0,,351113,259,648887,741
10,A_Baseline,3,4,売り手,propose,300,352500,1175.0,0.0,,351113,259,648887,741
10,A_Baseline,3,5,買い手,propose,317,336812,1062.5,0.0,,351113,259,648887,741
10,A_Baseline,3,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,14301,576,985699,424
10,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,14301,276,985699,324
10,A_Baseline,4,2,売り手,propose,267,373800,1400.0,0.0,,14301,276,985699,324
10,A_Baseline,4,3,買い手,propose,334,317300,950.0,0.0,,14301,276,985699,324
10,A_Baseline,4,4,売り手,propose,300,352500,1175.0,0.0,,14301,276,985699,324
10,A_Baseline,4,5,買い手,propose,317,336812,1062.5,0.0,,14301,276,985699,324
10,A_Baseline,4,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,-322511,593,1322511,7
11,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,2,売り手,propose,200,360000,1800.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,3,買い手,propose,300,345000,1150.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,4,売り手,propose,250,368750,1475.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,5,買い手,propose,275,360938,1312.5,0.0,,1000000,200,0,1600
11,A_Baseline,1,6,売り手,accept,275,360938,1312.5,0.0,0.27670125599542267,639062,475,360938,1325
11,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,639062,175,360938,1225
11,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,639062,175,360938,1225
11,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,639062,175,360938,1225
11,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,639062,175,360938,1225
11,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,639062,175,360938,1225
11,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,302250,492,697750,908
11,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,302250,192,697750,808
11,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,302250,192,697750,808
11,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,302250,192,697750,808
11,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,302250,192,697750,808
11,A_Baseline,3,5,買い手,propose,366,274500,750.0,0.0,,302250,192,697750,808
11,A_Baseline,3,6,売り手,accept,366,274500,750.0,0.0,0.424579039886699,27750,558,972250,442
11,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,27750,258,972250,342
11,A_Baseline,4,2,売り手,propose,267,373800,1400.0,0.0,,27750,258,972250,342
11,A_Baseline,4,3,買い手,propose,334,317300,950.0,0.0,,27750,258,972250,342
11,A_Baseline,4,4,売り手,propose,300,352500,1175.0,0.0,,27750,258,972250,342
11,A_Baseline,4,5,買い手,propose,317,336812,1062.5,0.0,,27750,258,972250,342
11,A_Baseline,4,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,-309062,575,1309062,25
12,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,5,買い手,accept,300,352500,1175.0,0.0,0.12543327686241973,647500,500,352500,1300
12,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,647500,200,352500,1200
12,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,647500,200,352500,1200
12,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,647500,200,352500,1200
12,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,647500,200,352500,1200
12,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,647500,200,352500,1200
12,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,310688,517,689312,883
12,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,310688,217,689312,783
12,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,310688,217,689312,783
12,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,310688,217,689312,783
12,A_Baseline,3,4,売り手,propose,334,317300,950.0,0.0,,310688,217,689312,783
12,A_Baseline,3,5,買い手,propose,367,266075,725.0,0.0,,310688,217,689312,783
12,A_Baseline,3,6,売り手,accept,367,266075,725.0,0.0,0.4418130653593465,44613,584,955387,416
12,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,44613,284,955387,316
12,A_Baseline,4,2,売り手,propose,267,373800,1400.0,0.0,,44613,284,955387,316
12,A_Baseline,4,3,買い手,propose,334,317300,950.0,0.0,,44613,284,955387,316
12,A_Baseline,4,4,売り手,propose,300,352500,1175.0,0.0,,44613,284,955387,316
13,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
13,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
13,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
13,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,663188,217,336812,1183
13,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,663188,217,336812,1183
13,A_Baseline,2,4,売り手,propose,300,352500,1175.0,0.0,,663188,217,336812,1183
13,A_Baseline,2,5,買い手,propose,317,336812,1062.5,0.0,,663188,217,336812,1183
13,A_Baseline,2,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,326376,534,673624,866
13,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,326376,234,673624,766
13,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,326376,234,673624,766
13,A_Baseline,3,3,買い手,propose,334,317300,950.0,0.0,,326376,234,673624,766
13,A_Baseline,3,4,売り手,propose,300,352500,1175.0,0.0,,326376,234,673624,766
13,A_Baseline,3,5,買い手,propose,334,317300,950.0,0.0,,326376,234,673624,766
13,A_Baseline,3,6,売り手,accept,334,317300,950.0,0.0,0.19948718978643434,9076,568,990924,432
13,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,9076,268,990924,332
13,A_Baseline,4,2,売り手,propose,267,373800,1400.0,0.0,,9076,268,990924,332
13,A_Baseline,4,3,買い手,propose,334,317300,950.0,0.0,,9076,268,990924,332
13,A_Baseline,4,4,売り手,propose,300,352500,1175.0,0.0,,9076,268,990924,332
14,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
14,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
