sim_id,condition,day,turn,role,action,food,price,unit_price,conflict_score,nbs_distance,buyer_money,buyer_food,seller_money,seller_food
9,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,28688,183,971312,417
9,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,28688,183,971312,417
9,A_Baseline,4,3,買い手,propose,300,345000,1150.0,0.0,,28688,183,971312,417
9,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,28688,183,971312,417
10,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
10,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
10,A_Baseline,1,5,買い手,propose,308,356110,1156.2,0.0,,1000000,200,0,1600
10,A_Baseline,1,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,643890,508,356110,1292
10,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,643890,208,356110,1192
10,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,643890,208,356110,1192
10,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,643890,208,356110,1192
10,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,643890,208,356110,1192
10,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,643890,208,356110,1192
10,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,287780,516,712220,884
10,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
10,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
10,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
10,A_Baseline,3,4,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
10,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
10,A_Baseline,3,6,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
11,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
11,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
11,A_Baseline,1,5,買い手,propose,308,356110,1156.2,0.0,,1000000,200,0,1600
11,A_Baseline,1,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,643890,508,356110,1292
11,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,643890,208,356110,1192
11,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,643890,208,356110,1192
11,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,643890,208,356110,1192
11,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,643890,208,356110,1192
11,A_Baseline,2,5,買い手,propose,308,356110,1156.2,0.0,,643890,208,356110,1192
11,A_Baseline,2,6,売り手,accept,308,356110,1156.2,0.0,0.09969620660341649,287780,516,712220,884
11,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
11,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,287780,216,712220,784
11,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
11,A_Baseline,3,4,売り手,propose,300,345000,1150.0,0.0,,287780,216,712220,784
11,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,287780,216,712220,784
11,A_Baseline,3,6,売り手,propose,300,345000,1150.0,0.0,,287780,216,712220,784
12,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,2,売り手,propose,200,360000,1800.0,0.0,,1000000,200,0,1600
12,A_Baseline,1,3,買い手,accept,200,360000,1800.0,0.0,0.7071067811865476,640000,400,360000,1400
12,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,640000,100,360000,1300
12,A_Baseline,2,2,売り手,propose,288,367200,1275.0,0.0,,640000,100,360000,1300
12,A_Baseline,2,3,買い手,propose,332,336150,1012.5,0.0,,640000,100,360000,1300
12,A_Baseline,2,4,売り手,propose,310,354578,1143.8,0.0,,640000,100,360000,1300
12,A_Baseline,2,5,買い手,propose,321,346102,1078.2,0.0,,640000,100,360000,1300
12,A_Baseline,2,6,売り手,accept,321,346102,1078.2,0.0,0.10572306722964689,293898,421,706102,979
12,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,293898,121,706102,879
12,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,293898,121,706102,879
12,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,293898,121,706102,879
12,A_Baseline,3,4,売り手,propose,267,373800,1400.0,0.0,,293898,121,706102,879
12,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,293898,121,706102,879
12,A_Baseline,3,6,売り手,propose,267,373800,1400.0,0.0,,293898,121,706102,879
13,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,3,買い手,propose,321,345075,1075.0,0.0,,1000000,200,0,1600
13,A_Baseline,1,4,売り手,propose,294,363825,1237.5,0.0,,1000000,200,0,1600
13,A_Baseline,1,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,636175,494,363825,1306
13,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,636175,194,363825,1206
13,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,636175,194,363825,1206
13,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,636175,194,363825,1206
13,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,636175,194,363825,1206
13,A_Baseline,2,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,272350,488,727650,912
13,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,272350,188,727650,812
13,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,272350,188,727650,812
13,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,272350,188,727650,812
13,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,272350,188,727650,812
13,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,272350,188,727650,812
13,A_Baseline,3,6,売り手,propose,400,240000,600.0,0.0,,272350,188,727650,812
14,A_Baseline,1,1,買い手,propose,375,281250,750.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,3,買い手,propose,325,406250,1250.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,4,売り手,propose,296,392200,1325.0,0.0,,1000000,200,0,1600
14,A_Baseline,1,5,買い手,accept,296,392200,1325.0,0.0,0.19830225596856488,607800,496,392200,1304
14,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,607800,196,392200,1204
14,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,607800,196,392200,1204
14,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,607800,196,392200,1204
14,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,607800,196,392200,1204
14,A_Baseline,2,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,243975,490,756025,910
14,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,243975,190,756025,810
14,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,243975,190,756025,810
14,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,243975,190,756025,810
14,A_Baseline,3,4,売り手,propose,300,345000,1150.0,0.0,,243975,190,756025,810
14,A_Baseline,3,5,買い手,propose,400,200000,500.0,0.0,,243975,190,756025,810
14,A_Baseline,3,6,売り手,propose,400,240000,600.0,0.0,,243975,190,756025,810
15,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
15,A_Baseline,1,2,売り手,propose,200,360000,1800.0,0.0,,1000000,200,0,1600
15,A_Baseline,1,3,買い手,accept,200,360000,1800.0,0.0,0.7071067811865476,640000,400,360000,1400
15,A_Baseline,2,1,買い手,propose,375,281250,750.0,0.0,,640000,100,360000,1300
15,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,640000,100,360000,1300
15,A_Baseline,2,3,買い手,propose,321,345075,1075.0,0.0,,640000,100,360000,1300
15,A_Baseline,2,4,売り手,propose,294,363825,1237.5,0.0,,640000,100,360000,1300
15,A_Baseline,2,5,買い手,accept,294,363825,1237.5,0.0,0.16863743673764864,276175,394,723825,1006
15,A_Baseline,3,1,買い手,propose,400,200000,500.0,0.0,,276175,94,723825,906
15,A_Baseline,3,2,売り手,propose,267,373800,1400.0,0.0,,276175,94,723825,906
15,A_Baseline,3,3,買い手,propose,400,200000,500.0,0.0,,276175,94,723825,906
15,A_Baseline,3,4,売り手,propose,333,333000,1000.0,0.0,,276175,94,723825,906
15,A_Baseline,3,5,買い手,propose,366,274500,750.0,0.0,,276175,94,723825,906
15,A_Baseline,3,6,売り手,accept,366,274500,750.0,0.0,0.424579039886699,1675,460,998325,540
15,A_Baseline,4,1,買い手,propose,400,200000,500.0,0.0,,1675,160,998325,440
15,A_Baseline,4,2,売り手,propose,200,360000,1800.0,0.0,,1675,160,998325,440
15,A_Baseline,4,3,買い手,propose,300,345000,1150.0,0.0,,1675,160,998325,440
15,A_Baseline,4,4,売り手,propose,200,360000,1800.0,0.0,,1675,160,998325,440
16,A_Baseline,1,1,買い手,propose,400,200000,500.0,0.0,,1000000,200,0,1600
16,A_Baseline,1,2,売り手,propose,267,373800,1400.0,0.0,,1000000,200,0,1600
16,A_Baseline,1,3,買い手,propose,334,317300,950.0,0.0,,1000000,200,0,1600
16,A_Baseline,1,4,売り手,propose,300,352500,1175.0,0.0,,1000000,200,0,1600
16,A_Baseline,1,5,買い手,propose,317,336812,1062.5,0.0,,1000000,200,0,1600
16,A_Baseline,1,6,売り手,accept,317,336812,1062.5,0.0,0.10444649913020326,663188,517,336812,1283
16,A_Baseline,2,1,買い手,propose,400,200000,500.0,0.0,,663188,217,336812,1183
16,A_Baseline,2,2,売り手,propose,267,373800,1400.0,0.0,,663188,217,336812,1183
16,A_Baseline,2,3,買い手,propose,334,317300,950.0,0.0,,663188,217,336812,1183
16,A_Baseline,2,4,売り手,propose,333,333000,1000.0,0.0,,663188,217,336812,1183
16,A_Baseline,2,5,買い手,accept,333,333000,1000.0,0.0,0.17140149422400677,330188,550,669812,850
16,A_Baseline,3,1,買い手,propose,375,281250,750.0,0.0,,330188,250,669812,750
16,A_Baseline,3,2,売り手,propose,200,360000,1800.0,0.0,,330188,250,669812,750
16,A_Baseline,3,3,買い手,propose,375,281250,750.0,0.0,,330188,250,669812,750
16,A_Baseline,3,4,売り手,propose,288,367200,1275.0,0.0,,330188,250,669812,750
